wavelength flux
0.8295358419418335 1.4925627194687513e-13
0.8297684192657471 1.5715567410791442e-13
0.8300009965896606 1.5074008393508448e-13
0.830233633518219 1.467857953241225e-13
0.8304662704467773 1.4166196427717326e-13
0.8306988477706909 1.3821521780820606e-13
0.8309313654899597 1.4409194594878355e-13
0.8311640024185181 1.4602852076422285e-13
0.8313965797424316 1.5052583203327419e-13
0.8316291570663452 1.4979413109211803e-13
0.831861674785614 1.5590024930733914e-13
0.8320942521095276 1.618256987830427e-13
0.8323267698287964 1.6670481184713482e-13
0.83255934715271 1.6750427542407131e-13
0.8327919244766235 1.5836258086127097e-13
0.8330243825912476 1.528358060769175e-13
0.8332569599151611 1.6214219094971838e-13
0.8334894776344299 1.6429654132402854e-13
0.8337219953536987 1.5425026978366924e-13
0.8339545130729675 1.5588040840758266e-13
0.8341869711875916 1.5809685646132193e-13
0.8344194889068604 1.5837206763028022e-13
0.8346520066261292 1.4897680528438983e-13
0.834884524345398 1.473137882295958e-13
0.835116982460022 1.5523982110649676e-13
0.835349440574646 1.557115574717452e-13
0.8355819582939148 1.5435920499694972e-13
0.8358144164085388 1.5492950889220425e-13
0.8360468745231628 1.6382771875211866e-13
0.8362792730331421 1.6351343564736942e-13
0.8365117311477661 1.5644342104322723e-13
0.8367441892623901 1.5492820784959727e-13
0.8369766473770142 1.7070559917876926e-13
0.8372091054916382 1.7734231238467763e-13
0.8374415040016174 1.6157629162578957e-13
0.8376739621162415 1.5081483967487735e-13
0.8379063606262207 1.5002170512812274e-13
0.8381388187408447 1.559697331140683e-13
0.8383711576461792 1.5787741394161087e-13
0.8386035561561584 1.560075582173609e-13
0.8388359546661377 1.4478496797743629e-13
0.8390683531761169 1.3517537241457267e-13
0.8393007516860962 1.4574750911364176e-13
0.8395330905914307 1.4778536196451836e-13
0.8397654891014099 1.4904580120014138e-13
0.8399978876113892 1.5249028439707352e-13
0.8402302265167236 1.6316220835359274e-13
0.8404626250267029 1.634658391719973e-13
0.8406949043273926 1.6587053182793438e-13
0.8409273028373718 1.681083115594173e-13
0.8411596417427063 1.719358298313614e-13
0.8413919806480408 1.606228171302515e-13
0.8416242599487305 1.6755318649457757e-13
0.8418565988540649 1.7523424389060543e-13
0.8420889377593994 1.6528588935894872e-13
0.8423212766647339 1.5337061590355028e-13
0.8425536155700684 1.5947298006874916e-13
0.8427858352661133 1.5872364728976296e-13
0.8430181741714478 1.5480219645210014e-13
0.8432504534721375 1.5834536915178277e-13
0.8434827923774719 1.351986827612811e-13
0.8437150716781616 1.0432038127219587e-13
0.8439472913742065 1.0653140831507271e-13
0.8441795706748962 1.2761785985609952e-13
0.8444118499755859 1.0989753757625204e-13
0.8446441292762756 9.17652659047051e-14
0.8448763489723206 9.276736686767914e-14
0.8451086282730103 1.0041123612919076e-13
0.8453408479690552 8.928949702009803e-14
0.8455731272697449 7.480959753579375e-14
0.8458054065704346 7.616067607303656e-14
0.8460375666618347 7.634343190173615e-14
0.8462697863578796 8.346348243613855e-14
0.8465020060539246 8.550898568859475e-14
0.8467342853546143 7.97636628513225e-14
0.8469665050506592 7.873332519801879e-14
0.8471986651420593 8.234070977136687e-14
0.8474308252334595 8.160227322421415e-14
0.8476630449295044 8.04523141899674e-14
0.8478952646255493 8.972397071193086e-14
0.8481274247169495 9.017708590486687e-14
0.8483595848083496 8.922630836223286e-14
0.8485918045043945 9.141311703908181e-14
0.8488239645957947 9.392002285482995e-14
0.8490561246871948 9.821311786843007e-14
0.8492882251739502 1.038401068148391e-13
0.8495203852653503 1.0558564520748645e-13
0.8497525453567505 9.60611730676901e-14
0.8499847054481506 9.026222288046129e-14
0.8502168655395508 9.380128238815205e-14
0.8504489660263062 1.0213837018996016e-13
0.8506811261177063 9.394868644976503e-14
0.8509132266044617 8.575982941372642e-14
0.8511453866958618 8.909568910550267e-14
0.8513774275779724 9.699782887702749e-14
0.8516095280647278 9.527856883453575e-14
0.8518416881561279 8.737373888637046e-14
0.8520737886428833 8.306636628541142e-14
0.8523058891296387 8.267534877190452e-14
0.8525379300117493 8.8655672430063e-14
0.8527700304985046 9.791435918353811e-14
0.85300213098526 9.988889462754155e-14
0.8532341718673706 9.916659914023171e-14
0.853466272354126 1.0208332660091579e-13
0.8536983132362366 1.0476726230264008e-13
0.8539303541183472 1.0459068642632366e-13
0.8541624546051025 1.0409464360362081e-13
0.8543944954872131 1.0575236839656041e-13
0.854626476764679 1.0741781135371539e-13
0.8548585176467896 1.133818380979687e-13
0.8550905585289001 1.1622987457476225e-13
0.8553225994110107 1.2086201993648932e-13
0.8555546402931213 1.2180954487260587e-13
0.8557866215705872 1.2503625251066713e-13
0.8560186624526978 1.1730755798168568e-13
0.8562507033348083 1.1141838862117892e-13
0.8564826846122742 1.1378147501874686e-13
0.8567147254943848 1.2278463564895786e-13
0.8569466471672058 1.260778048801925e-13
0.8571786284446716 1.2142669953297408e-13
0.8574106693267822 1.1567287926117498e-13
0.857642650604248 1.1845090338268027e-13
0.8578745722770691 1.233102026520702e-13
0.8581065535545349 1.271441719269406e-13
0.8583385348320007 1.2086829475656258e-13
0.8585705161094666 1.222091275832754e-13
0.8588024377822876 1.2630075750443698e-13
0.8590343594551086 1.2757008719787438e-13
0.8592663407325745 1.2725141307432658e-13
0.8594982624053955 1.243345297595802e-13
0.8597302436828613 1.3052193603268342e-13
0.8599621653556824 1.345998643488902e-13
0.8601940274238586 1.3333980458402755e-13
0.8604260087013245 1.3354719890709688e-13
0.8606579303741455 1.387456908261489e-13
0.8608898520469666 1.4062342056867655e-13
0.8611217141151428 1.3737456810124227e-13
0.8613536357879639 1.356669767846319e-13
0.8615855574607849 1.2966488776786078e-13
0.8618174195289612 1.2634399006606484e-13
0.8620493412017822 1.2894443542424416e-13
0.8622812032699585 1.3280514383519348e-13
0.8625130653381348 1.342012574201759e-13
0.862744927406311 1.2415833335402415e-13
0.8629768490791321 1.2506475347527635e-13
0.8632087111473083 1.218395501677294e-13
0.8634405136108398 1.2690411601342516e-13
0.8636723756790161 1.2870742882933883e-13
0.8639042377471924 1.290548343104575e-13
0.8641360998153687 1.289084263595905e-13
0.8643679022789001 1.281888007201304e-13
0.8645997643470764 1.3525401772965934e-13
0.8648316264152527 1.297709091878027e-13
0.8650634288787842 1.252762406615468e-13
0.8652952909469604 1.319455205902112e-13
0.8655270338058472 1.3668084134117742e-13
0.8657588958740234 1.432151245468402e-13
0.8659906983375549 1.420918368860366e-13
0.8662225008010864 1.3572908801658817e-13
0.8664543628692627 1.3213793937077306e-13
0.8666861057281494 1.415643725291224e-13
0.8669179081916809 1.443498640930907e-13
0.8671497106552124 1.4275923108583721e-13
0.8673815131187439 1.3953310620644366e-13
0.8676131963729858 1.437217044594069e-13
0.8678449988365173 1.4741249128487344e-13
0.8680768013000488 1.4988533959987838e-13
0.8683085441589355 1.4991270215220648e-13
0.868540346622467 1.440818086584708e-13
0.868772029876709 1.4896731851538059e-13
0.8690038323402405 1.4253615648884832e-13
0.8692355751991272 1.325503834297137e-13
0.8694673180580139 1.2559608030243002e-13
0.8696990609169006 1.177759062151451e-13
0.8699307441711426 1.2402749725685946e-13
0.8701624870300293 1.2458432994012086e-13
0.870394229888916 1.2965813860933706e-13
0.8706259727478027 1.3430558477422333e-13
0.8708576560020447 1.4110396607657644e-13
0.8710893988609314 1.319347192260678e-13
0.8713210821151733 1.2904727200030441e-13
0.8715528249740601 1.2957720291716102e-13
0.871784508228302 1.2875228769422542e-13
0.872016191482544 1.2601364721663566e-13
0.8722478747367859 1.2981998288863483e-13
0.8724795579910278 1.3249026441924938e-13
0.8727112412452698 1.3419517233548284e-13
0.8729429244995117 1.5038018302392792e-13
0.8731745481491089 1.5317753304915777e-13
0.8734062314033508 1.4404070384360645e-13
0.8736379146575928 1.3826506400308608e-13
0.8738695979118347 1.415549670752761e-13
0.8741012215614319 1.4183882475655996e-13
0.874332845211029 1.4974649395916445e-13
0.874564528465271 1.6356047646912814e-13
0.8747962117195129 1.6657127879706607e-13
0.8750278353691101 1.5400902124776406e-13
0.8752593994140625 1.5266081584627833e-13
0.8754910826683044 1.629481868447441e-13
0.8757227063179016 1.661901275233288e-13
0.8759543299674988 1.6552175754157294e-13
0.876185953617096 1.7451017302223815e-13
0.8764175176620483 1.7060438890596774e-13
0.8766491413116455 1.5877259901785068e-13
0.8768807649612427 1.544614452618151e-13
0.8771123886108398 1.6380196895052213e-13
0.8773439526557922 1.8071002051527063e-13
0.8775755167007446 1.9421238976833483e-13
0.8778071403503418 2.0223818279763162e-13
0.8780387043952942 1.8212047267398418e-13
0.8782703280448914 1.7130008078247022e-13
0.878501832485199 1.7993709278650571e-13
0.8787333965301514 1.8845679411547828e-13
0.8789650201797485 1.8503983610120012e-13
0.8791965842247009 1.888945678476736e-13
0.8794281482696533 1.940550991381615e-13
0.8796596527099609 1.9457776590046244e-13
0.8798912167549133 2.0577068965844242e-13
0.8801227807998657 2.0512607725679116e-13
0.8803543448448181 1.747463122554055e-13
0.8805858492851257 1.638470175507889e-13
0.8808173537254333 1.7430176225963212e-13
0.8810489177703857 1.7636376571390083e-13
0.8812804222106934 1.9756605748079414e-13
0.8815119862556458 2.1259639285554216e-13
0.8817434310913086 2.2050446863396134e-13
0.881974995136261 2.258680845438829e-13
0.8822064995765686 2.2074091957525327e-13
0.8824380040168762 1.9913683603576399e-13
0.8826695084571838 1.8024400331648205e-13
0.8829009532928467 1.8907047965015938e-13
0.8831324577331543 2.0294885021664155e-13
0.8833639621734619 2.177161852493989e-13
0.8835954666137695 2.1807645207878867e-13
0.8838269710540771 2.2048247288238704e-13
0.88405841588974 2.2662212004979226e-13
0.8842899203300476 2.291493546562745e-13
0.8845213651657104 2.261475512063682e-13
0.8847528696060181 2.0819859779339783e-13
0.8849842548370361 1.9379335918119633e-13
0.8852157592773438 1.9733681648394924e-13
0.8854472041130066 2.3422626685420944e-13
0.8856786489486694 2.449533089386724e-13
0.885910153388977 2.1657107801987402e-13
0.8861415386199951 1.8335169266105872e-13
0.886372983455658 1.4928973313642346e-13
0.8866044282913208 1.5578316902523787e-13
0.8868358731269836 1.814408540946888e-13
0.8870673179626465 1.6665985811455813e-13
0.8872986435890198 1.343089593534852e-13
0.8875300884246826 1.2950522544543513e-13
0.8877615332603455 1.4022218444969398e-13
0.8879929780960083 1.597876019866773e-13
0.8882243037223816 1.715624306031574e-13
0.8884557485580444 1.607881715140827e-13
0.8886871337890625 1.5297871747577824e-13
0.8889185190200806 1.5369572747749721e-13
0.8891499638557434 1.7163953093014828e-13
0.8893812894821167 1.7551700381718965e-13
0.8896126747131348 1.6925173827557483e-13
0.8898440599441528 1.5581021986944138e-13
0.8900754451751709 1.588712478630197e-13
0.890306830406189 1.8224609104819378e-13
0.8905381560325623 1.96080700504489e-13
0.8907695412635803 2.0038839836609978e-13
0.8910009264945984 1.8976183471797192e-13
0.8912323117256165 1.8024548054194206e-13
0.891463577747345 1.7830146538909408e-13
0.891694962978363 1.9439244864413036e-13
0.8919263482093811 1.9439585032844653e-13
0.8921576738357544 2.0314629698477832e-13
0.8923890590667725 2.0006747452304408e-13
0.892620325088501 1.9032075449041536e-13
0.8928516507148743 1.8879858885035433e-13
0.8930830359458923 1.913496352470498e-13
0.8933143615722656 2.1037993124927573e-13
0.8935456871986389 2.2517662105585312e-13
0.8937769532203674 2.1892191293289287e-13
0.8940082788467407 1.8434422553986057e-13
0.894239604473114 1.7265002090743192e-13
0.8944709300994873 1.7970389445173124e-13
0.8947021961212158 1.739584767467689e-13
0.8949334621429443 1.8957681561723727e-13
0.8951647877693176 1.921309519901243e-13
0.8953961133956909 1.8601216216201227e-13
0.8956273794174194 1.8741334439215107e-13
0.895858645439148 2.0193849576462947e-13
0.8960899114608765 2.0576528220010715e-13
0.8963212370872498 1.9985863007956906e-13
0.8965525031089783 2.0034082899578198e-13
0.8967837691307068 1.9442340261615482e-13
0.8970149755477905 1.9107576577827995e-13
0.8972463011741638 2.0413114558068268e-13
0.8974775671958923 2.0599976802496145e-13
0.8977088332176208 2.1743327624501596e-13
0.8979400396347046 2.2672297795688773e-13
0.8981713056564331 2.1494054637267307e-13
0.8984025120735168 2.078977316905331e-13
0.8986337780952454 2.2861243063540537e-13
0.8988650441169739 2.4233241281701456e-13
0.8990962505340576 2.2950472902336094e-13
0.8993274569511414 2.2292345920604806e-13
0.8995587229728699 2.2167739920173762e-13
0.8997899293899536 2.1773181131320984e-13
0.9000211954116821 2.1084059519983767e-13
0.9002523422241211 2.0741897511621782e-13
0.9004836082458496 2.293320427223383e-13
0.9007148146629333 2.488968232905453e-13
0.9009460210800171 2.4195969121516836e-13
0.901177167892456 2.293445381523762e-13
0.9014083743095398 2.3814126668894597e-13
0.9016395807266235 2.3904316026612804e-13
0.9018707871437073 2.3145716029557284e-13
0.902101993560791 2.2307747012464962e-13
0.90233314037323 2.1435994255677993e-13
0.9025643467903137 2.057842963957071e-13
0.9027955532073975 2.0166728259118222e-13
0.9030267596244812 2.028646483654209e-13
0.9032579064369202 2.1296961590089314e-13
0.9034890532493591 2.252152186531936e-13
0.9037202000617981 2.360801441489424e-13
0.9039514064788818 2.455015899772983e-13
0.9041825532913208 2.4878100339346954e-13
0.9044137597084045 2.4092574181337756e-13
0.9046448469161987 2.3639889958765314e-13
0.9048759937286377 2.492094529869815e-13
0.9051072001457214 2.5935276062177826e-13
0.9053383469581604 2.404179828309483e-13
0.9055694341659546 2.3313298448852937e-13
0.9058005809783936 2.2888659825977264e-13
0.9060317277908325 2.284937104975182e-13
0.9062628746032715 2.3211283155938345e-13
0.9064940214157104 2.41477627824227e-13
0.9067250490188599 2.3054493969269785e-13
0.9069561958312988 2.220876748563333e-13
0.9071873426437378 2.208053889469347e-13
0.9074184894561768 2.311879528961447e-13
0.907649576663971 2.337672427594334e-13
0.9078806638717651 2.403142246830414e-13
0.9081117510795593 2.597970395670085e-13
0.9083428978919983 2.6049304315163557e-13
0.9085739850997925 2.4670394308153043e-13
0.9088050723075867 2.488932996334847e-13
0.9090361595153809 2.464687796303183e-13
0.909267246723175 2.453530000695592e-13
0.9094983339309692 2.5496548232070704e-13
0.9097294211387634 2.621844527508216e-13
0.9099605083465576 2.6353872968447323e-13
0.9101915955543518 2.682511060069642e-13
0.910422682762146 2.6384089682994494e-13
0.9106537103652954 2.554620740207597e-13
0.9108847975730896 2.4672814789503117e-13
0.911115825176239 2.6114147736594484e-13
0.9113469123840332 2.7364200315405096e-13
0.9115779995918274 2.773569134778553e-13
0.9118090271949768 2.6725312501224563e-13
0.9120400547981262 2.6546283617492894e-13
0.9122711420059204 2.7308391008576405e-13
0.9125021696090698 2.7093938529364203e-13
0.9127331972122192 2.673895176455443e-13
0.9129642844200134 2.6744901323975945e-13
0.9131952524185181 2.7298812082382495e-13
0.9134263396263123 2.8374226796260005e-13
0.9136573672294617 2.8930040329479267e-13
0.9138883948326111 2.775813433275598e-13
0.9141194224357605 2.5793606074804576e-13
0.9143503904342651 2.5160594636398914e-13
0.9145814180374146 2.6794115971090493e-13
0.914812445640564 2.807926146371903e-13
0.9150434732437134 2.6938743119889197e-13
0.915274441242218 2.608046157509536e-13
0.9155054688453674 2.776423568048164e-13
0.9157364964485168 3.056017895339269e-13
0.9159675240516663 3.063940702714707e-13
0.9161984920501709 2.9396832732821176e-13
0.9164294600486755 2.7730348941580607e-13
0.916660487651825 2.8446285583148823e-13
0.9168914556503296 2.9699493190281367e-13
0.917122483253479 2.9891646341310973e-13
0.9173534512519836 2.9493185779889963e-13
0.9175844192504883 2.8473846002373404e-13
0.9178153872489929 2.842816585434116e-13
0.9180463552474976 2.871604050467408e-13
0.918277382850647 2.9417974675184644e-13
0.9185083508491516 2.9465180837774663e-13
0.9187392592430115 2.841141493077626e-13
0.9189702272415161 2.9895622652778564e-13
0.9192011952400208 3.286634202639971e-13
0.9194321632385254 3.157983043903384e-13
0.9196630716323853 2.909399880301339e-13
0.9198940396308899 3.021729730583872e-13
0.9201250076293945 3.1358555617651274e-13
0.9203559756278992 3.050274334330527e-13
0.9205869436264038 3.063413509408336e-13
0.9208178520202637 2.979015959695547e-13
0.9210487604141235 2.6521590913014537e-13
0.9212797284126282 2.617927576109569e-13
0.9215106964111328 2.7276369097412045e-13
0.9217416048049927 2.7575901631604616e-13
0.9219725131988525 2.7820424458070703e-13
0.9222034215927124 2.7038264747807073e-13
0.922434389591217 2.653128910144742e-13
0.9226652979850769 2.594450533317111e-13
0.922896146774292 2.654280874953008e-13
0.9231271147727966 2.659821961206038e-13
0.9233580231666565 2.4583956289951636e-13
0.9235889315605164 2.4541764562409363e-13
0.9238198399543762 2.5348560056537295e-13
0.9240507483482361 2.528291974650959e-13
0.924281656742096 2.6079046691260266e-13
0.9245125651359558 2.7618418619798635e-13
0.9247434735298157 2.6631859694967175e-13
0.9249743819236755 2.520482195352003e-13
0.9252052307128906 2.525279247864165e-13
0.9254360795021057 2.513271708803888e-13
0.9256669878959656 2.5914838851226474e-13
0.9258978962898254 2.8089387912010044e-13
0.9261287450790405 2.7793454929030126e-13
0.9263595938682556 2.665364131661241e-13
0.9265905022621155 2.682845807490397e-13
0.9268214106559753 2.882871079443877e-13
0.9270522594451904 2.8930007803414093e-13
0.9272831082344055 2.8191151127919534e-13
0.9275139570236206 2.6865578446784444e-13
0.9277448654174805 2.540913172140863e-13
0.9279757142066956 2.3890007268441427e-13
0.9282065629959106 2.4865908485917354e-13
0.9284374117851257 2.5797042995691355e-13
0.9286682605743408 2.7222123752217164e-13
0.9288991093635559 2.596173059518647e-13
0.929129958152771 2.5770089729683365e-13
0.9293607473373413 2.503160439343288e-13
0.9295916557312012 2.537058833417677e-13
0.9298225045204163 2.593347899707693e-13
0.9300533533096313 2.4618119500406654e-13
0.9302842020988464 2.342342628452315e-13
0.930514931678772 2.41342509128481e-13
0.9307457804679871 2.408740795798586e-13
0.9309766292572021 2.4350077618313926e-13
0.9312074780464172 2.546532049899769e-13
0.9314383268356323 2.6599528786183657e-13
0.9316690564155579 2.614010895761465e-13
0.9317249059677124 2.5871519553424815e-13
0.9319968223571777 2.521186384663032e-13
0.9322687983512878 2.5431279261287076e-13
0.9325407147407532 2.56729397940178e-13
0.9328125715255737 2.5313635194056106e-13
0.9330845475196838 2.546460763606928e-13
0.9333564639091492 2.547695669881389e-13
0.9336283206939697 2.5274107893352715e-13
0.9339001774787903 2.58391019084675e-13
0.9341720938682556 2.638926403786268e-13
0.9344439506530762 2.5479629257169067e-13
0.9347158074378967 2.6290926900818246e-13
0.9349876642227173 2.704676489283936e-13
0.9352595210075378 2.580650537015172e-13
0.9355313181877136 2.545960675354869e-13
0.9358031749725342 2.5414552732271056e-13
0.93607497215271 2.643131752962796e-13
0.9363467693328857 2.7815984650174375e-13
0.9366185665130615 2.7091219892416696e-13
0.9368903636932373 2.6576115440268833e-13
0.9371621012687683 2.538617916141711e-13
0.9374338984489441 2.505015780310954e-13
0.9377056956291199 2.5683399634476856e-13
0.9379774928092957 2.5942261034674063e-13
0.9382491707801819 2.587376385192186e-13
0.9385209083557129 2.607885153486922e-13
0.9387926459312439 2.638407613046734e-13
0.9390643835067749 2.691565503462612e-13
0.9393360614776611 2.715416053903491e-13
0.9396077990531921 2.7090230557934303e-13
0.9398795366287231 2.5824801281812415e-13
0.9401512145996094 2.6267185583746244e-13
0.9404228329658508 2.6516535820385323e-13
0.9406945705413818 2.7472956635327117e-13
0.9409662485122681 2.865384795755488e-13
0.9412379264831543 2.862788402602928e-13
0.941509485244751 2.7819286045789593e-13
0.9417811632156372 2.656248701896069e-13
0.9420527815818787 2.649097846467441e-13
0.9423244595527649 2.725351140511062e-13
0.9425960183143616 2.740601799319786e-13
0.942867636680603 2.6783870260560505e-13
0.9431392550468445 2.799236808060518e-13
0.9434108734130859 2.905882728453796e-13
0.9436823725700378 2.9014824939367634e-13
0.9439539909362793 2.802843135536748e-13
0.944225549697876 2.698711751032007e-13
0.9444971680641174 2.6720607063795976e-13
0.9447686672210693 2.719917390273108e-13
0.945040225982666 2.766177586467633e-13
0.9453117847442627 2.8051251100592867e-13
0.9455832839012146 2.7598770165927766e-13
0.9458547830581665 2.773810911863017e-13
0.9461262822151184 2.728551163223153e-13
0.9463978409767151 2.8466571005796026e-13
0.946669340133667 2.8449261718112295e-13
0.9469407796859741 2.873636658490275e-13
0.947212278842926 2.9055243996357893e-13
0.9474837779998779 2.9184434816725835e-13
0.9477552175521851 2.979130614075287e-13
0.9480266571044922 3.008949968526242e-13
0.9482980966567993 3.0408558700581456e-13
0.9485695362091064 3.107956058311101e-13
0.9488409757614136 3.0884596637949235e-13
0.9491123557090759 3.115733853645969e-13
0.9493837952613831 3.131053359292646e-13
0.9496552348136902 2.996657826395688e-13
0.9499266743659973 3.064367607320123e-13
0.9501979947090149 3.081509385768205e-13
0.9504693746566772 3.137507072724366e-13
0.9507407546043396 3.0693123823782864e-13
0.9510121941566467 3.094238190323728e-13
0.9512834548950195 3.10199375951406e-13
0.9515548348426819 3.0112842558036035e-13
0.9518262147903442 2.9679186083590714e-13
0.9520975351333618 2.9438235703282967e-13
0.9523688554763794 3.0207501539210313e-13
0.952640175819397 3.167189817701588e-13
0.9529114961624146 3.2218772463323e-13
0.9531828165054321 3.1881157327821874e-13
0.9534540772438049 3.1381066365257504e-13
0.9537253975868225 3.007348059816395e-13
0.9539966583251953 3.030239904486254e-13
0.9542679786682129 2.992124506061983e-13
0.9545391798019409 2.992899439564767e-13
0.9548105001449585 3.051519540525627e-13
0.9550817608833313 3.062654567887596e-13
0.9553530216217041 3.0782009428388657e-13
0.9556241631507874 3.1135087997374855e-13
0.9558954238891602 3.21601144152861e-13
0.956166684627533 3.274624495175349e-13
0.956437885761261 3.175071154343928e-13
0.956709086894989 3.1247994101112064e-13
0.956980288028717 3.226864576325733e-13
0.9572514891624451 3.2936983218948e-13
0.9575226902961731 3.208384892396804e-13
0.9577938318252563 3.0881981000208114e-13
0.9580649733543396 3.045506013175936e-13
0.9583361744880676 3.1036872833074824e-13
0.9586073160171509 3.1239957452508516e-13
0.9588784575462341 3.0286206485416467e-13
0.9591495990753174 2.850416300562153e-13
0.9594207406044006 2.9282847847922344e-13
0.9596918821334839 2.9849847637056226e-13
0.9599629640579224 2.8074385264448276e-13
0.9602340459823608 2.761535303815593e-13
0.9605051875114441 2.9670344414874095e-13
0.9607762694358826 3.072573662513123e-13
0.961047351360321 3.097985193031838e-13
0.9613184332847595 3.076044735768335e-13
0.961589515209198 2.9846960948771983e-13
0.9618605971336365 3.0212754498736005e-13
0.9621316194534302 3.1986983591372753e-13
0.9624026417732239 3.2020011100052093e-13
0.9626737236976624 3.178869385604688e-13
0.962944746017456 3.1861882923700513e-13
0.9632157683372498 3.1150223459702753e-13
0.9634867906570435 3.01333502421286e-13
0.9637578129768372 2.8445261012095824e-13
0.9640288352966309 2.4978036674595805e-13
0.9642997980117798 2.650341697409825e-13
0.9645708203315735 2.9354985239468667e-13
0.9648417830467224 2.9395604873860837e-13
0.9651128053665161 2.9610900320262146e-13
0.9653837084770203 2.9593149220193127e-13
0.9656546711921692 2.9896254200544037e-13
0.9659256339073181 3.1167069250957746e-13
0.966196596622467 3.2155257189553366e-13
0.9664674997329712 3.250863933514786e-13
0.9667384624481201 3.2077649998046853e-13
0.967009425163269 3.188148258847362e-13
0.9672803282737732 3.170648964732903e-13
0.9675512313842773 3.0878251344734764e-13
0.9678221344947815 2.862613846053158e-13
0.9680930376052856 2.992679346523752e-13
0.9683639407157898 3.21747809601744e-13
0.9686347842216492 3.121171940692613e-13
0.9689056873321533 2.984281658596766e-13
0.9691765308380127 2.9926378757906547e-13
0.9694474339485168 3.167330763984011e-13
0.9697182178497314 3.2699117393820976e-13
0.9699891209602356 3.2939241069972203e-13
0.970259964466095 3.2965999179589145e-13
0.9705308079719543 3.21602878876337e-13
0.970801591873169 2.9609227938411087e-13
0.9710724353790283 3.054275853498628e-13
